specbzip,2.294697,2.287722,2.287405,2.287404
spechmmer,1.260685,1.252386,1.230362,1.225199
speclibm,1.968100,1.968100,1.968100,1.968100
specmcf,1.540967,1.475577,1.473241,1.473444
specsjeng,2.993656,2.992545,2.991726,2.991631
