specbzip,3.804921,3.005237,2.279221,2.304889,2.212689
spechmmer,1.342547,1.281634,1.244909,1.230362,1.226790
speclibm,6.601370,3.912422,2.606584,1.981339,1.650154
specmcf,1.734977,1.456696,1.459703,1.473241,1.419303
specsjeng,11.480549,6.351625,4.050959,3.014787,2.400771
