specbzip,2.279221,2.278221,2.278442,2.278497
spechmmer,1.244909,1.244092,1.244037,1.244037
speclibm,2.606584,2.606846,2.606846,2.606846
specmcf,1.459703,1.286428,1.286428,1.286428
specsjeng,4.050959,4.050953,4.051018,4.050928
